title,keywords,everything,topic,authors,journal,links
experimental cervical interspinous ligament pain altered cervical joint motion during dynamic extension movement.,anti-directional motion cervical joint motion extension flexion interspinous ligament neck pain pro-directional motion video-fluoroscopy,experimental cervical interspinous ligament pain altered cervical joint motion during dynamic extension movement.,ORTHOPAEDICS/SPINE,"Qu N, Lindstrøm R, Graven-Nielsen T, Hirata RP,","*Clinical biomechanics (Bristol, Avon)*",* [Experimental cervical interspinous ligament pain altered cervical joint motion during dynamic extension movement.](https://www.ncbi.nlm.nih.gov/pubmed/30991232)
the role of the thoracolumbar junction (tlj) in posterior pelvic pain.,,the role of the thoracolumbar junction (tlj) in posterior pelvic pain.,ORTHOPAEDICS/SPINE,"Gallant S,","*PM & R : the journal of injury, function, and rehabilitation*",* [The Role of the Thoracolumbar Junction (TLJ) in Posterior Pelvic Pain.](https://www.ncbi.nlm.nih.gov/pubmed/31020793)
stent-screw assisted internal fixation of severe lytic spinal metastases: a comparative finite element analysis on saif technique.,extensive osteolysis (eo) finite element model (fem) screw-stent assisted internal fixation (saif) spinal metastases spine biomechanics,stent-screw assisted internal fixation of severe lytic spinal metastases: a comparative finite element analysis on saif technique.,ORTHOPAEDICS/SPINE,"La Barbera L, Cianfoni A, Ferrari A, Distefano D, Bonaldi G, Villa T,",*World neurosurgery*,* [Stent-screw Assisted Internal Fixation of Severe Lytic Spinal Metastases: a Comparative Finite Element Analysis on SAIF Technique.](https://www.ncbi.nlm.nih.gov/pubmed/31029814)
lumbar spinal surgery improves locomotive syndrome in elderly patients with lumbar spinal canal stenosis: a multicenter prospective study.,,lumbar spinal surgery improves locomotive syndrome in elderly patients with lumbar spinal canal stenosis: a multicenter prospective study.,ORTHOPAEDICS/SPINE,"Fujita N, Michikawa T, Miyamoto A, Sakurai A, Otaka Y, Suzuki S, Tsuji O, Nagoshi N, Okada E, Yagi M, Tsuji T, Kono H, Ishii K, Nakamura M, Matsumoto M, Watanabe K,",*Journal of orthopaedic science : official journal of the Japanese Orthopaedic Association*,* [Lumbar spinal surgery improves locomotive syndrome in elderly patients with lumbar spinal canal stenosis: A multicenter prospective study.](https://www.ncbi.nlm.nih.gov/pubmed/30982707)
"modic i changes size increase from supine to standing mri correlates with increase in pain intensity in standing position: uncovering the ""biomechanical stress"" and ""active discopathy"" theories in low back pain.",low back pain modic changes weight-bearing mri,"modic i changes size increase from supine to standing mri correlates with increase in pain intensity in standing position: uncovering the ""biomechanical stress"" and ""active discopathy"" theories in low back pain.",ORTHOPAEDICS/SPINE,"Splendiani A, Bruno F, Marsecano C, Arrigoni F, Di Cesare E, Barile A, Masciocchi C,","*European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society*","* [Modic I changes size increase from supine to standing MRI correlates with increase in pain intensity in standing position: uncovering the ""biomechanical stress"" and ""active discopathy"" theories in low back pain.](https://www.ncbi.nlm.nih.gov/pubmed/30982938)"
analysis of cervical spine immobilization during patient transport in emergency medical services.,cervical collar cervical spine emergency medical service spine board vacuum mattress,analysis of cervical spine immobilization during patient transport in emergency medical services.,ORTHOPAEDICS/SPINE,"Nolte PC, Uzun DD, Häske D, Weerts J, Münzberg M, Rittmann A, Grützner PA, Kreinest M,",*European journal of trauma and emergency surgery : official publication of the European Trauma Society*,* [Analysis of cervical spine immobilization during patient transport in emergency medical services.](https://www.ncbi.nlm.nih.gov/pubmed/31030223)
biomechanical properties of pedicle screw fixation augmented with allograft bone particles in osteoporotic vertebrae: different sizes and amounts.,allograft biochemical phenomena bone transplantation osteoporosis pedicle screws,biomechanical properties of pedicle screw fixation augmented with allograft bone particles in osteoporotic vertebrae: different sizes and amounts.,ORTHOPAEDICS/SPINE,"Jia C, Zhang R, Xing T, Gao H, Li H, Dong F, Zhang J, Ge P, Song P, Xu P, Zhang H, Shen C,",*The spine journal : official journal of the North American Spine Society*,* [Biomechanical properties of pedicle screw fixation augmented with allograft bone particles in osteoporotic vertebrae: different sizes and amounts.](https://www.ncbi.nlm.nih.gov/pubmed/31009768)
differences in the kinematics of the cervical and thoracic spine during functional movement in individuals with or without chronic neck pain: a systematic review.,biomechanical phenomena cervical vertebrae kinematics neck,differences in the kinematics of the cervical and thoracic spine during functional movement in individuals with or without chronic neck pain: a systematic review.,ORTHOPAEDICS/SPINE,"Moghaddas D, de Zoete RMJ, Edwards S, Snodgrass SJ,",*Physiotherapy*,* [Differences in the kinematics of the cervical and thoracic spine during functional movement in individuals with or without chronic neck pain: a systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/31005251)
biomechanics and clinical application of translaminar screws fixation in spine: a review of the literature.,axial spine posterior fixation posterior fusion subaxial spine thoracic spine translaminar screw,biomechanics and clinical application of translaminar screws fixation in spine: a review of the literature.,ORTHOPAEDICS/SPINE,"Chan JJ, Shepard N, Cho W,",*Global spine journal*,* [Biomechanics and Clinical Application of Translaminar Screws Fixation in Spine: A Review of the Literature.](https://www.ncbi.nlm.nih.gov/pubmed/30984502)
validation of a freehand technique for cortical bone trajectory screws in the lumbar spine.,cbt = cortical bone trajectory lis = less invasive surgery cortical bone trajectory freehand technique image guidance lumbar pedicle screw surgical technique,validation of a freehand technique for cortical bone trajectory screws in the lumbar spine.,ORTHOPAEDICS/SPINE,"Tan Z, McLachlin S, Whyne C, Finkelstein J,",*Journal of neurosurgery. Spine*,* [Validation of a freehand technique for cortical bone trajectory screws in the lumbar spine.](https://www.ncbi.nlm.nih.gov/pubmed/31003218)
asymmetric biomechanical characteristics of the paravertebral muscle in adolescent idiopathic scoliosis.,adolescent idiopathic scoliosis biomechanics paravertebral muscle,asymmetric biomechanical characteristics of the paravertebral muscle in adolescent idiopathic scoliosis.,ORTHOPAEDICS/SPINE,"Liu Y, Pan A, Hai Y, Li W, Yin L, Guo R,","*Clinical biomechanics (Bristol, Avon)*",* [Asymmetric biomechanical characteristics of the paravertebral muscle in adolescent idiopathic scoliosis.](https://www.ncbi.nlm.nih.gov/pubmed/31004964)
"biomechanical analysis of cortical versus pedicle screw fixation stability in tlif, plif, and xlif applications.",cortical screw lumbar interbody fusion screw fixation screw trajectory,"biomechanical analysis of cortical versus pedicle screw fixation stability in tlif, plif, and xlif applications.",ORTHOPAEDICS/SPINE,"Nomoto EK, Fogel GR, Rasouli A, Bundy JV, Turner AW,",*Global spine journal*,"* [Biomechanical Analysis of Cortical Versus Pedicle Screw Fixation Stability in TLIF, PLIF, and XLIF Applications.](https://www.ncbi.nlm.nih.gov/pubmed/30984495)"
recurrent lumbar disc herniation: a review.,discectomy fusion lumbar disc herniation microdiscectomy recurrent herniation,recurrent lumbar disc herniation: a review.,ORTHOPAEDICS/SPINE,"Shepard N, Cho W,",*Global spine journal*,* [Recurrent Lumbar Disc Herniation: A Review.](https://www.ncbi.nlm.nih.gov/pubmed/30984501)
biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.,all-suture anchors biomechanical testing rotator cuff repair,biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.,ORTHOPAEDICS/SURGERY,"Aramberri-Gutiérrez M, Martínez-Menduiña A, Boyle S, Valencia M,",*Shoulder & elbow*,* [Biomechanical testing of trans-humeral all-suture anchors for rotator cuff repair.](https://www.ncbi.nlm.nih.gov/pubmed/31019566)
position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.,biomechanics rotator cuff shoulder,position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.,ORTHOPAEDICS/SURGERY,"Caruana E, Wigderowitz C, Harrold F,",*Shoulder & elbow*,* [Position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.](https://www.ncbi.nlm.nih.gov/pubmed/31019559)
kinematically aligned total knee arthroplasty reproduces more native rollback and laxity than mechanically aligned total knee arthroplasty: a matched pair cadaveric study.,biomechanics cadaver study kinematic alignment laxity mechanical alignment total knee arthroplasty,kinematically aligned total knee arthroplasty reproduces more native rollback and laxity than mechanically aligned total knee arthroplasty: a matched pair cadaveric study.,ORTHOPAEDICS/SURGERY,"Koh IJ, Lin CC, Patel NA, Chalmers CE, Maniglio M, Han SB, McGarry MH, Lee TQ,","*Orthopaedics & traumatology, surgery & research : OTSR*",* [Kinematically aligned total knee arthroplasty reproduces more native rollback and laxity than mechanically aligned total knee arthroplasty: A matched pair cadaveric study.](https://www.ncbi.nlm.nih.gov/pubmed/31006644)
a systematic review of proposed rehabilitation guidelines following anatomic and reverse shoulder arthroplasty.,arthroplasty protocol rehabilitation replacement shoulder,a systematic review of proposed rehabilitation guidelines following anatomic and reverse shoulder arthroplasty.,ORTHOPAEDICS/SURGERY,"Bullock GS, Garrigues GE, Ledbetter L, Kennedy J,",*The Journal of orthopaedic and sports physical therapy*,* [A Systematic Review of Proposed Rehabilitation Guidelines Following Anatomic and Reverse Shoulder Arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/31021690)
biomechanical investigation of dynamic hip screw and wire fixation on an unstable intertrochanteric fracture.,dynamic hip screw intertrochanteric hip fracture lesser trochanteric fragment unstable type wire,biomechanical investigation of dynamic hip screw and wire fixation on an unstable intertrochanteric fracture.,ORTHOPAEDICS/SURGERY,"Wu HF, Chang CH, Wang GJ, Lai KA, Chen CH,",*Biomedical engineering online*,* [Biomechanical investigation of dynamic hip screw and wire fixation on an unstable intertrochanteric fracture.](https://www.ncbi.nlm.nih.gov/pubmed/31018860)
congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.,congenital pseudarthrosis of the tibia cross-union neurofibromatosis,congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.,ORTHOPAEDICS/SURGERY,"Paley D,",*Journal of children's orthopaedics*,* [Congenital pseudarthrosis of the tibia: biological and biomechanical considerations to achieve union and prevent refracture.](https://www.ncbi.nlm.nih.gov/pubmed/30996736)
comparison of less invasive stabilization system plate and retrograde intramedullary nail in the fixation of femoral supracondylar fractures in the elderly: a biomechanical study.,biomechanical testing comminuted femoral supracondylar fracture less invasive stabilization system plate retrograde intramedullary nail,comparison of less invasive stabilization system plate and retrograde intramedullary nail in the fixation of femoral supracondylar fractures in the elderly: a biomechanical study.,ORTHOPAEDICS/SURGERY,"Du YR, Ma JX, Wang S, Sun L, Wang Y, Lu B, Bai HH, Hu YC, Ma XL,",*Orthopaedic surgery*,* [Comparison of Less Invasive Stabilization System Plate and Retrograde Intramedullary Nail in the Fixation of Femoral Supracondylar Fractures in the Elderly: A Biomechanical Study.](https://www.ncbi.nlm.nih.gov/pubmed/30989797)
rationale for biologic augmentation of rotator cuff repairs.,,rationale for biologic augmentation of rotator cuff repairs.,ORTHOPAEDICS/SURGERY,"Mirzayan R, Weber AE, Petrigliano FA, Chahla J,",*The Journal of the American Academy of Orthopaedic Surgeons*,* [Rationale for Biologic Augmentation of Rotator Cuff Repairs.](https://www.ncbi.nlm.nih.gov/pubmed/31008877)
report on three porcine proof-of-concept studies: comparison of a dermatome with a rotating excision ring with conventional dermatomes for the harvesting of stsgs and excision of necrosis.,,report on three porcine proof-of-concept studies: comparison of a dermatome with a rotating excision ring with conventional dermatomes for the harvesting of stsgs and excision of necrosis.,ORTHOPAEDICS/SURGERY,"Hermans MH, Pittinger T, Bailey K, Powell HM,",*Wounds : a compendium of clinical research and practice*,* [Report on Three Porcine Proof-of-concept Studies: Comparison of a Dermatome With a Rotating Excision Ring With Conventional Dermatomes for the Harvesting of STSGs and Excision of Necrosis.](https://www.ncbi.nlm.nih.gov/pubmed/30990780)
fracture obliquity is a predictor for loss of reduction in supracondylar humeral fractures in older children.,,fracture obliquity is a predictor for loss of reduction in supracondylar humeral fractures in older children.,ORTHOPAEDICS/SURGERY,"Segal D, Cobb L, Little KJ,",*Journal of pediatric orthopedics. Part B*,* [Fracture obliquity is a predictor for loss of reduction in supracondylar humeral fractures in older children.](https://www.ncbi.nlm.nih.gov/pubmed/31033871)
