title,keywords,everything,topic,authors,journal,links
clinical considerations for spinal surgery in the osteoporotic patient: a comprehensive review.,dexa osteopenia osteoporosis spinal instrumentation spine surgery,clinical considerations for spinal surgery in the osteoporotic patient: a comprehensive review.,ORTHOPAEDICS/SPINE,"McCoy S, Tundo F, Chidambaram S, Baaj AA,",*Clinical neurology and neurosurgery*,* [Clinical considerations for spinal surgery in the osteoporotic patient: A comprehensive review.](https://www.ncbi.nlm.nih.gov/pubmed/30921564)
biomechanical analysis of wide posterior releases compared with inferior facetectomy and discectomy in the thoracolumbar and lumbar spine.,anterior discectomy biomechanics facetectomy posterior release thoracolumbar and lumbar spine,biomechanical analysis of wide posterior releases compared with inferior facetectomy and discectomy in the thoracolumbar and lumbar spine.,ORTHOPAEDICS/SPINE,"Rynearson B, Ramanathan R, Allen M, Wang X, Vaudreuil N, Bell KM, Bosch P,",*Spine deformity*,* [Biomechanical Analysis of Wide Posterior Releases Compared With Inferior Facetectomy and Discectomy in the Thoracolumbar and Lumbar Spine.](https://www.ncbi.nlm.nih.gov/pubmed/31053310)
spinal balance/alignment - clinical relevance and biomechanics.,,spinal balance/alignment - clinical relevance and biomechanics.,ORTHOPAEDICS/SPINE,"Shah AA, Lemans JV, Zavatsky J, Agarwal A, Kruyt MC, Matsumoto K, Serhan H, Agarwal AK, Goel V,",*Journal of biomechanical engineering*,* [Spinal Balance/Alignment - Clinical Relevance and Biomechanics.](https://www.ncbi.nlm.nih.gov/pubmed/31049580)
the biomechanical effect of single-level laminectomy and posterior instrumentation on spinal stability in degenerative lumbar scoliosis: a human cadaveric study.,ar = axial rotation dd = disc degeneration fe = flexion/extension lb = lateral bending nz = neutral zone rom = range of motion biomechanics de novo degenerative lumbar scoliosis lumbar spinal stenosis spinal stability,the biomechanical effect of single-level laminectomy and posterior instrumentation on spinal stability in degenerative lumbar scoliosis: a human cadaveric study.,ORTHOPAEDICS/SPINE,"Rustenburg CME, Faraj SSA, Holewijn RM, Kingma I, van Royen BJ, Stadhouder A, Emanuel KS,",*Neurosurgical focus*,* [The biomechanical effect of single-level laminectomy and posterior instrumentation on spinal stability in degenerative lumbar scoliosis: a human cadaveric study.](https://www.ncbi.nlm.nih.gov/pubmed/31042658)
finite element method-based study of pedicle screw-bone connection in pullout test and physiological spinal loads.,finite element method lumbar spine pedicle screw screw pullout spine fusion surgery von mises stress,finite element method-based study of pedicle screw-bone connection in pullout test and physiological spinal loads.,ORTHOPAEDICS/SPINE,"Xu M, Yang J, Lieberman IH, Haddas R,",*Medical engineering & physics*,* [Finite element method-based study of pedicle screw-bone connection in pullout test and physiological spinal loads.](https://www.ncbi.nlm.nih.gov/pubmed/30879945)
associations between intervertebral disc degeneration grading schemes and measures of disc function.,cadaveric disc biomechanics disc histology. intervertebral disc degeneration intradiscal pressure,associations between intervertebral disc degeneration grading schemes and measures of disc function.,ORTHOPAEDICS/SPINE,"Zehra U, Noel-Barker N, Marshall J, Adams MA, Dolan P,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Associations between intervertebral disc degeneration grading schemes and measures of disc function.](https://www.ncbi.nlm.nih.gov/pubmed/31042314)
mcgregor's slope and slope of line of sight: two surrogate markers for chin-brow vertical angle in the setting of cervical spine pathology.,cbva mcgregor's slope sls biomechanics cervical deformity,mcgregor's slope and slope of line of sight: two surrogate markers for chin-brow vertical angle in the setting of cervical spine pathology.,ORTHOPAEDICS/SPINE,"Moses MJ, Tishelman JC, Zhou PL, Moon JY, Beaubrun BM, Buckland AJ, Protopsaltis TS,",*The spine journal : official journal of the North American Spine Society*,* [McGregor's Slope and Slope of Line of Sight: Two Surrogate Markers for Chin-Brow Vertical Angle in the Setting of Cervical Spine Pathology.](https://www.ncbi.nlm.nih.gov/pubmed/31059818)
clinical outcomes of dual 3.5-mm locking compression plate fixation for humeral shaft fractures: comparison with single 4.5-mm locking compression plate fixation.,diaphysis dual plate fracture humerus,clinical outcomes of dual 3.5-mm locking compression plate fixation for humeral shaft fractures: comparison with single 4.5-mm locking compression plate fixation.,ORTHOPAEDICS/SURGERY,"Seo JB, Heo K, Yang JH, Yoo JS,",*Journal of orthopaedic surgery (Hong Kong)*,* [Clinical outcomes of dual 3.5-mm locking compression plate fixation for humeral shaft fractures: Comparison with single 4.5-mm locking compression plate fixation.](https://www.ncbi.nlm.nih.gov/pubmed/30955460)
an experimental evaluation of fracture movement in two alternative tibial fracture fixation models using a vibrating platform.,biomechanics cadaver external fixator fracture fixation fracture movement non-union stiffness tibiae,an experimental evaluation of fracture movement in two alternative tibial fracture fixation models using a vibrating platform.,ORTHOPAEDICS/SURGERY,"Moazen M, Calder P, Koroma P, Wright J, Taylor S, Blunn G,","*Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine*",* [An experimental evaluation of fracture movement in two alternative tibial fracture fixation models using a vibrating platform.](https://www.ncbi.nlm.nih.gov/pubmed/30894097)
"a superolaterally placed anchor for subscapularis ""leading-edge"" refixation: a biomechanical study.",,"a superolaterally placed anchor for subscapularis ""leading-edge"" refixation: a biomechanical study.",ORTHOPAEDICS/SURGERY,"Dyrna F, Beitzel K, Pauzenberger L, Dwyer CR, Obopilwe E, Mazzocca AD, Imhoff AB, Braun S,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,"* [A Superolaterally Placed Anchor for Subscapularis ""Leading-Edge"" Refixation: A Biomechanical Study.](https://www.ncbi.nlm.nih.gov/pubmed/30902534)"
laparoscopic pectopexy: a follow-up cyclic biomechanical analysis determining time to functional stability.,analysis biomechanic biomechanical cyclic testing dynamic in vitro laparoscopic pectopexy,laparoscopic pectopexy: a follow-up cyclic biomechanical analysis determining time to functional stability.,ORTHOPAEDICS/SURGERY,"Sauerwald A, Langer L, Ratiu D, Prescher A, Scaal M, Noé GK, Wegmann K, Bulian DR, Eichler C,",*Archives of gynecology and obstetrics*,* [Laparoscopic pectopexy: a follow-up cyclic biomechanical analysis determining time to functional stability.](https://www.ncbi.nlm.nih.gov/pubmed/30905000)
effect of elbow position on load to failure in olecranon fracture fixation: a biomechanical cadaveric study.,,effect of elbow position on load to failure in olecranon fracture fixation: a biomechanical cadaveric study.,ORTHOPAEDICS/SURGERY,"Lindeman RW, Morris R, Weatherby P, Neustein A, Maassen NH,",*Journal of orthopaedic trauma*,* [Effect of Elbow Position on Load to Failure in Olecranon Fracture Fixation: A Biomechanical Cadaveric Study.](https://www.ncbi.nlm.nih.gov/pubmed/30633081)
a systematic review of proposed rehabilitation guidelines following anatomic and reverse shoulder arthroplasty.,arthroplasty protocol rehabilitation replacement shoulder,a systematic review of proposed rehabilitation guidelines following anatomic and reverse shoulder arthroplasty.,ORTHOPAEDICS/SURGERY,"Bullock GS, Garrigues GE, Ledbetter L, Kennedy J,",*The Journal of orthopaedic and sports physical therapy*,* [A Systematic Review of Proposed Rehabilitation Guidelines Following Anatomic and Reverse Shoulder Arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/31021690)
effect of the humeral neck-shaft angle and glenosphere lateralization on stability of reverse shoulder arthroplasty: a cadaveric study.,reverse shoulder arthroplasty biomechanics lateralization neck-shaft angle shoulder stability,effect of the humeral neck-shaft angle and glenosphere lateralization on stability of reverse shoulder arthroplasty: a cadaveric study.,ORTHOPAEDICS/SURGERY,"Ferle M, Pastor MF, Hagenah J, Hurschler C, Smith T,",*Journal of shoulder and elbow surgery*,* [Effect of the humeral neck-shaft angle and glenosphere lateralization on stability of reverse shoulder arthroplasty: a cadaveric study.](https://www.ncbi.nlm.nih.gov/pubmed/30626537)
biomechanical analysis of medial-row all-suture suture anchor fixation for rotator cuff repair in a pair-matched cadaveric model.,,biomechanical analysis of medial-row all-suture suture anchor fixation for rotator cuff repair in a pair-matched cadaveric model.,ORTHOPAEDICS/SURGERY,"Bernardoni ED, Frank RM, Veera SS, Waterman BR, Griffin JW, Shewman EF, Cole BJ, Romeo AA, Verma NN,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Biomechanical Analysis of Medial-Row All-Suture Suture Anchor Fixation for Rotator Cuff Repair in a Pair-Matched Cadaveric Model.](https://www.ncbi.nlm.nih.gov/pubmed/31000387)
cannulated screw prominence in tension band wiring of patella fractures increases fracture gapping: a cadaver study.,,cannulated screw prominence in tension band wiring of patella fractures increases fracture gapping: a cadaver study.,ORTHOPAEDICS/SURGERY,"Avery MC, Jo S, Chang A, Ricci WM, McAndrew C, Miller AN, Tang S,",*Clinical orthopaedics and related research*,* [Cannulated Screw Prominence in Tension Band Wiring of Patella Fractures Increases Fracture Gapping: A Cadaver Study.](https://www.ncbi.nlm.nih.gov/pubmed/30998643)
contralateral eye comparison between 2 cap thicknesses in small incision lenticule extraction: 110 versus 130 μm.,,contralateral eye comparison between 2 cap thicknesses in small incision lenticule extraction: 110 versus 130 μm.,ORTHOPAEDICS/SURGERY,"Wu F, Yin H, Yang Y,",*Cornea*,* [Contralateral Eye Comparison Between 2 Cap Thicknesses in Small Incision Lenticule Extraction: 110 Versus 130 μm.](https://www.ncbi.nlm.nih.gov/pubmed/30601172)
gait characteristics and functional outcomes during early follow-up are comparable in patients with calcaneal fractures treated by either the sinus tarsi or the extended lateral approach.,calcaneal fracture functional outcome gait analysis rehabilitation surgery,gait characteristics and functional outcomes during early follow-up are comparable in patients with calcaneal fractures treated by either the sinus tarsi or the extended lateral approach.,ORTHOPAEDICS/SURGERY,"Brand A, Klöpfer-Krämer I, Böttger M, Kröger I, Gaul L, Wackerle H, Müßig JA, Dietrich A, Gabel J, Augat P,",*Gait & posture*,* [Gait characteristics and functional outcomes during early follow-up are comparable in patients with calcaneal fractures treated by either the sinus tarsi or the extended lateral approach.](https://www.ncbi.nlm.nih.gov/pubmed/30884444)
the role of the medial plate for pauwels type iii femoral neck fracture: a comparative mechanical study using two fixations with cannulated screws.,biomechanical testing femoral neck fracture medial plate multiple cannulates screws pauwels classification,the role of the medial plate for pauwels type iii femoral neck fracture: a comparative mechanical study using two fixations with cannulated screws.,ORTHOPAEDICS/SURGERY,"Giordano V, Alves DD, Paes RP, Amaral AB, Giordano M, Belangero W, Freitas A, Koch HA, do Amaral NP,",*Journal of experimental orthopaedics*,* [The role of the medial plate for Pauwels type III femoral neck fracture: a comparative mechanical study using two fixations with cannulated screws.](https://www.ncbi.nlm.nih.gov/pubmed/31049738)
complete capsular repair restores native kinematics after interportal and t-capsulotomy.,biomechanical capsulotomy hip arthroscopy kinematics repair,complete capsular repair restores native kinematics after interportal and t-capsulotomy.,ORTHOPAEDICS/SURGERY,"Baha P, Burkhart TA, Getgood A, Degen RM,",*The American journal of sports medicine*,* [Complete Capsular Repair Restores Native Kinematics After Interportal and T-Capsulotomy.](https://www.ncbi.nlm.nih.gov/pubmed/30946598)
biomechanical considerations in the design of patient-specific fixation plates for the distal radius.,corrective osteotomy finite element analysis implant design patient-specific implant volar distal radius plate,biomechanical considerations in the design of patient-specific fixation plates for the distal radius.,ORTHOPAEDICS/SURGERY,"Caiti G, Dobbe JGG, Bervoets E, Beerens M, Strackee SD, Strijkers GJ, Streekstra GJ,",*Medical & biological engineering & computing*,* [Biomechanical considerations in the design of patient-specific fixation plates for the distal radius.](https://www.ncbi.nlm.nih.gov/pubmed/30588576)
position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.,biomechanics rotator cuff shoulder,position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.,ORTHOPAEDICS/SURGERY,"Caruana E, Wigderowitz C, Harrold F,",*Shoulder & elbow*,* [Position of the rotator cuff footprint in relation to the centre of rotation of the humeral head.](https://www.ncbi.nlm.nih.gov/pubmed/31019559)
