title,keywords,everything,topic,authors,journal,links,full_title
experimentally enhanced performance decreases survival in nature.,exercise response life history performance selection trade-offs,experimentally enhanced performance decreases survival in nature.,COMPARATIVE,"Husak JF, Lailvaux SP,",*Biology letters*,* [Experimentally enhanced performance decreases survival in nature.](https://www.ncbi.nlm.nih.gov/pubmed/30991916),Experimentally enhanced performance decreases survival in nature.
skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.,,skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.,COMPARATIVE,"Miyazaki M, Shimozuru M, Tsubota T,",*PloS one*,* [Skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.](https://www.ncbi.nlm.nih.gov/pubmed/30998788),Skeletal muscles of hibernating black bears show minimal atrophy and phenotype shifting despite prolonged physical inactivity and starvation.
2019 ejtm special on muscle fascia.,connective tissue epimysium fascia motor coordination proprioception,2019 ejtm special on muscle fascia.,COMPARATIVE,"Stecco C, Caro R,",*European journal of translational myology*,* [2019 Ejtm Special on Muscle Fascia.](https://www.ncbi.nlm.nih.gov/pubmed/31019664),2019 Ejtm Special on Muscle Fascia.
a kinematic model of stick-insect walking.,intra- and interleg coordination motor control multi-legged locomotion neuromechanical model,a kinematic model of stick-insect walking.,COMPARATIVE,"Tóth TI, Daun S,",*Physiological reports*,* [A kinematic model of stick-insect walking.](https://www.ncbi.nlm.nih.gov/pubmed/31033245),A kinematic model of stick-insect walking.
long-term video tracking of cohoused aquatic animals: a case study of the daily locomotor activity of the norway lobster (nephrops norvegicus).,,long-term video tracking of cohoused aquatic animals: a case study of the daily locomotor activity of the norway lobster (nephrops norvegicus).,COMPARATIVE,"Garcia JA, Sbragaglia V, Masip D, Aguzzi J,",*Journal of visualized experiments : JoVE*,* [Long-term Video Tracking of Cohoused Aquatic Animals: A Case Study of the Daily Locomotor Activity of the Norway Lobster (Nephrops norvegicus).](https://www.ncbi.nlm.nih.gov/pubmed/31009003),Long-term Video Tracking of Cohoused Aquatic Animals: A Case Study of the Daily Locomotor Activity of the Norway Lobster (Nephrops norvegicus).
"short and long-term effects of bisphenol s (bps) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.",breastfeeding developmental plasticity gestation hormones,"short and long-term effects of bisphenol s (bps) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.",COMPARATIVE,"da Silva BS, Pietrobon CB, Bertasso IM, Lopes BP, Carvalho JC, Peixoto-Silva N, Santos TR, Claudio-Neto S, Manhães AC, Oliveira E, de Moura EG, Lisboa PC,","*Environmental pollution (Barking, Essex : 1987)*","* [Short and long-term effects of bisphenol S (BPS) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats.](https://www.ncbi.nlm.nih.gov/pubmed/31003143)","Short and long-term effects of bisphenol S (BPS) exposure during pregnancy and lactation on plasma lipids, hormones, and behavior in rats."
functional performance of turtle humerus shape across an ecological adaptive landscape.,cryptodira finite element analysis functional morphology geometric morphometrics locomotion,functional performance of turtle humerus shape across an ecological adaptive landscape.,COMPARATIVE,"Dickson BV, Pierce SE,",*Evolution; international journal of organic evolution*,* [Functional performance of turtle humerus shape across an ecological adaptive landscape.](https://www.ncbi.nlm.nih.gov/pubmed/31008517),Functional performance of turtle humerus shape across an ecological adaptive landscape.
flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.,flexible trailing edge flipper functional morphology secondarily marine tetrapods,flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.,COMPARATIVE,"DeBlois MC, Motani R,",*Journal of morphology*,* [Flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.](https://www.ncbi.nlm.nih.gov/pubmed/31006912),Flipper bone distribution reveals flexible trailing edge in underwater flying marine tetrapods.
"exposure to roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian girardia tigrina.",fecundity feeding girardia tigrina glyphosate-based herbicides locomotion sub-lethal effects,"exposure to roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian girardia tigrina.",COMPARATIVE,"Córdova López AM, Sarmento RA, de Souza Saraiva A, Pereira RR, Soares AMVM, Pestana JLT,",*The Science of the total environment*,"* [Exposure to Roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian Girardia tigrina.](https://www.ncbi.nlm.nih.gov/pubmed/31030151)","Exposure to Roundup® affects behaviour, head regeneration and reproduction of the freshwater planarian Girardia tigrina."
marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: a case report.,dents incluses dents non évoluées follicular cyst impacted teeth kyste folliculaire marsupialisation marsupialization orthodontics orthodontie unerupted teeth,marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: a case report.,DENTAL/ORAL/FACIAL,"Maltoni I, Maltoni M, Santucci G, Ramina F, Lombardo L, Siciliani G,",*International orthodontics*,* [Marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: A case report.](https://www.ncbi.nlm.nih.gov/pubmed/31023587),Marsupialization of a dentigerous cyst followed by orthodontic traction of two retained teeth: A case report.
treatment of mandibular angle fracture: revision of the basic principles.,fracture mandibular angle osteosynthesis,treatment of mandibular angle fracture: revision of the basic principles.,DENTAL/ORAL/FACIAL,"Bohluli B, Mohammadi E, Oskui IZ, Moaramnejad N,",*Chinese journal of traumatology = Zhonghua chuang shang za zhi*,* [Treatment of mandibular angle fracture: Revision of the basic principles.](https://www.ncbi.nlm.nih.gov/pubmed/31003853),Treatment of mandibular angle fracture: Revision of the basic principles.
adhesive elastocapillary force on a cantilever beam.,,adhesive elastocapillary force on a cantilever beam.,DENTAL/ORAL/FACIAL,"Gilet T, Gernay SM, Aquilante L, Mastrangeli M, Lambert P,",*Soft matter*,* [Adhesive elastocapillary force on a cantilever beam.](https://www.ncbi.nlm.nih.gov/pubmed/31032506),Adhesive elastocapillary force on a cantilever beam.
orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.,bilateral transposition cone-beam computed tomography (cbct) ectopic tooth eruption mx.c.1p orthodontic biomechanics,orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.,DENTAL/ORAL/FACIAL,"Lorente C, Lorente P, Perez-Vela M, Esquinas C, Lorente T,",*The Angle orthodontist*,* [Orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.](https://www.ncbi.nlm.nih.gov/pubmed/31013130),Orthodontic management of a complete and an incomplete maxillary canine-first premolar transposition.
three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.,analyse des éléments finis canine displacement corticotomie corticotomy déplacement canine finite element analysis stress,three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.,DENTAL/ORAL/FACIAL,"Gupta S, Ahuja S, Bhambri E, Jaura BS, Ahuja V,",*International orthodontics*,* [Three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.](https://www.ncbi.nlm.nih.gov/pubmed/31000446),Three-dimensional finite element analysis to evaluate biomechanical effects of different alveolar decortication approaches on rate of canine retraction.
biomechanical performance of cranial implants with different thicknesses and material properties: a finite element study.,3d printing cranioplasty finite element method mechanical properties skull implant,biomechanical performance of cranial implants with different thicknesses and material properties: a finite element study.,DENTAL/ORAL/FACIAL,"Marcián P, Narra N, Borák L, Chamrad J, Wolff J,",*Computers in biology and medicine*,* [Biomechanical performance of cranial implants with different thicknesses and material properties: A finite element study.](https://www.ncbi.nlm.nih.gov/pubmed/31035070),Biomechanical performance of cranial implants with different thicknesses and material properties: A finite element study.
a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,,a 3d finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.,DENTAL/ORAL/FACIAL,"Berger G, Pereira LFO, Souza EM, Rached RN,",*The Journal of prosthetic dentistry*,* [A 3D finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.](https://www.ncbi.nlm.nih.gov/pubmed/31010592),A 3D finite element analysis of glass fiber reinforcement designs on the stress of an implant-supported overdenture.
depressed female cynomolgus monkeys (macaca fascicularis) display a higher second-to-fourth (2d:4d) digit ratio.,cynomolgus monkey digit ratio finger length major depressive disorder,depressed female cynomolgus monkeys (macaca fascicularis) display a higher second-to-fourth (2d:4d) digit ratio.,EVOLUTION/ANTHROPOLOGY,"Li W, Luo LY, Yang X, He Y, Lian B, Qu CH, Wu QY, Zhang JG, Xie P,",*Zoological research*,* [Depressed female cynomolgus monkeys (Macaca fascicularis) display a higher second-to-fourth (2D:4D) digit ratio.](https://www.ncbi.nlm.nih.gov/pubmed/31011132),Depressed female cynomolgus monkeys (Macaca fascicularis) display a higher second-to-fourth (2D:4D) digit ratio.
locomotory adaptations in entoptychine gophers (rodentia: geomyidae) and the mosaic evolution of fossoriality.,castoridae heteromyidae burrowing ecomorphology functional morphology resource partitioning,locomotory adaptations in entoptychine gophers (rodentia: geomyidae) and the mosaic evolution of fossoriality.,EVOLUTION/ANTHROPOLOGY,"Calede JJM, Samuels JX, Chen M,",*Journal of morphology*,* [Locomotory adaptations in entoptychine gophers (Rodentia: Geomyidae) and the mosaic evolution of fossoriality.](https://www.ncbi.nlm.nih.gov/pubmed/31006903),Locomotory adaptations in entoptychine gophers (Rodentia: Geomyidae) and the mosaic evolution of fossoriality.
advanced evolution of pathogenesis concepts in cardiomyopathies.,apoptosis cardiac remodeling cardiomyopathy fibrosis genetic mutations,advanced evolution of pathogenesis concepts in cardiomyopathies.,EVOLUTION/ANTHROPOLOGY,"Li CJ, Chen CS, Yiang GT, Tsai AP, Liao WT, Wu MY,",*Journal of clinical medicine*,* [Advanced Evolution of Pathogenesis Concepts in Cardiomyopathies.](https://www.ncbi.nlm.nih.gov/pubmed/30995779),Advanced Evolution of Pathogenesis Concepts in Cardiomyopathies.
ultraviolet light illuminates the avian nature of the berlin archaeopteryx skeleton.,,ultraviolet light illuminates the avian nature of the berlin archaeopteryx skeleton.,EVOLUTION/ANTHROPOLOGY,"Schwarz D, Kundrát M, Tischlinger H, Dyke G, Carney RM,",*Scientific reports*,* [Ultraviolet light illuminates the avian nature of the Berlin Archaeopteryx skeleton.](https://www.ncbi.nlm.nih.gov/pubmed/31019224),Ultraviolet light illuminates the avian nature of the Berlin Archaeopteryx skeleton.
geometric morphometric analysis of the pronotum and elytron in stag beetles: insight into its diversity and evolution.,elytron geometric morphometrics morphological diversity pronotum species richness stag beetle,geometric morphometric analysis of the pronotum and elytron in stag beetles: insight into its diversity and evolution.,EVOLUTION/ANTHROPOLOGY,"Zhang M, Ruan Y, Wan X, Tong Y, Yang X,",*ZooKeys*,* [Geometric morphometric analysis of the pronotum and elytron in stag beetles: insight into its diversity and evolution.](https://www.ncbi.nlm.nih.gov/pubmed/31015774),Geometric morphometric analysis of the pronotum and elytron in stag beetles: insight into its diversity and evolution.
