id,topic,authors,title,journal,year,vol_issue,doi
3704,MODELING,"['Desceliers C, Soize C, Naili S and Haiat G']",Probabilistic model of the human cortical bone with mechanical alterations in ultrasonic range,Mechanical Systems and Signal Processing;32:170-7. http://dx.doi.org/10.1016/j.ymssp,2012.03.00,2012,3.008
3705,MODELING,['Vernerey FJ and Farsad M'],An eulerian/xfem formulation for the large deformation of cortical cell membrane,Computer Methods in Biomechanics and Biomedical Engineering,2011,14(5):433-45,http://dx.doi.org/10.1080/10255842.2010.531273
3706,MODELING,"['Ueno, R', 'Ishida, T', 'Yamanaka, M', 'Taniguchi, S', 'Ikuta, R', 'Samukawa, M', 'Saito, H', 'Tohyama, H']",Quadriceps force and anterior tibial force occur obviously later than vertical ground reaction force: a simulation study,Bmc Musculoskeletal Disorders,2017,18:00,http://dx.doi.org/10.1186/s12891-017-1832-6
3707,MODELING,"['Pchelkin, S', 'Shiriaev, AS', 'Freidovich, LB', 'Mettin, U', 'Gusev, SV', 'Kwon, W', 'Paramonov, L']",A dynamic human motion: coordination analysis,Biological Cybernetics,2015,109:47-62,http://dx.doi.org/10.1007/s00422-014-0624-4
3708,MODELING,"['Casha, AR', 'Camilleri, L', 'Manche, A', 'Gatt, R', 'Attard, D', 'Gauci, M', 'Camilleri-Podesta, MT', 'Mcdonald, S', 'Grima, JN']",Internal rib structure can be predicted using mathematical models: an anatomic study comparing the chest to a shell dome with application to understanding fractures,Clinical Anatomy,2015,28:1008-1016,http://dx.doi.org/10.1002/ca.22614
3709,MODELING,"['Oberhofer, K', 'Lorenzetti, S', 'Mithraratne, K']",Host mesh fitting of a generic musculoskeletal model of the lower limbs to subject-specific body surface data: a validation study,Applied Bionics And Biomechanics,2019,NaN,http://dx.doi.org/10.1155/2019/8381351
3710,MODELING,"['Gislason MK, Stansfield B, Bransby-Zachary M, Hems T and Nash DH']",Load transfer through the radiocarpal joint and the effects of partial wrist arthrodesis on carpal bone behaviour: A finite element study,Journal of Hand Surgery-European Volume;37E(9):871-8. http://dx.doi.org/10.1177/17531934124417,,,
3711,MODELING,"['Tabacu, S']",Numerical model (switchable/dual model) of the human head for rigid body and finite elements applications,Computer Methods In Biomechanics And Biomedical Engineering,2015,18:769-781,http://dx.doi.org/10.1080/10255842.2013.847092
3712,MODELING,"['Goiato MC, Pesqueira AA, Falcon-Antenucci RM, dos Santos DM, Haddad MF, Bannwart LC, et al']",Stress distribution in implant-supported prosthesis with external and internal implant-abutment connections,Acta Odontologica Scandinavica;71(2):283-8. http://dx.doi.org/10.3109/00016357,2012.67282,2012,72823
3713,MODELING,"['Maas R, Siebert T and Leyendecker S']",On the relevance of structure preservation to simulations of muscle actuated movements,Biomechanics and Modeling in Mechanobiology,2012,11(3-4):543-56,http://dx.doi.org/10.1007/s10237-011-0332-0
3714,MODELING,"['Foletti, JM', 'Martinez, V', 'Graillon, N', 'Godio-Raboutet, Y', 'Thollon, L', 'Guyot, L']",Development and validation of an optimized finite element model of the human orbit,Journal Of Stomatology Oral And Maxillofacial Surgery,2019,120:16-20,http://dx.doi.org/10.1016/j.jormas.2018.09.002
3715,MODELING,"['Lin SC, Chen CPC, Tang SFT, Chen CW, Wang JJ, Hsu CC, et al']",Stress distribution within the plantar aponeurosis during walking - a dynamic finite element analysis,Journal of Mechanics in Medicine and Biology;14(4). http://dx.doi.org/10.1142/s02195194145005,,,
3716,MODELING,"['Chaumont, N', 'Adami, C']",Evolution of sustained foraging in three-dimensional environments with physics,Genetic Programming And Evolvable Machines,2016,17:359-390,http://dx.doi.org/10.1007/s10710-016-9270-z
3717,MODELING,"['Wessel C, Schnabel JA and Brady M']",Towards a more realistic biomechanical modelling of breast malignant tumours,Physics in Medicine and Biology,2012,57(3):631-48,http://dx.doi.org/10.1088/0031-9155/57/3/631
3718,MODELING,"['Mulatto S, Formaglio A, Malvezzi M and Prattichizzo D']",Using postural synergies to animate a low-dimensional hand avatar in haptic simulation,Ieee Transactions on Haptics,2013,6(1):106-16,http://dx.doi.org/10.1109/ToH.2012.13
3719,MODELING,"['Natali AN, Fontanella CG and Carniel EL']",Constitutive formulation and numerical analysis of the heel pad region,Computer Methods in Biomechanics and Biomedical Engineering,2012,15(4):401-9,http://dx.doi.org/10.1080/10255842.2010.539561
3720,MODELING,"['Lasswell, TL', 'Cronin, DS', 'Medley, JB', 'Rasoulinejad, P']",Incorporating ligament laxity in a finite element model for the upper cervical spine,Spine Journal,2017,17:1755-1764,http://dx.doi.org/10.1016/j.spinee.2017.06.040
3721,MODELING,"['Braga IU, Rocha DN, Utsch RL, Las Casas EB, Andrade RM, Jorge RN, et al']",Determination of expander apparatus displacements and contact pressures on the mucosa using fem modelling considering mandibular asymmetries,Computer Methods in Biomechanics and Biomedical Engineering,2013,16(9):954-62,http://dx.doi.org/10.1080/10255842.2011.645227
3722,MODELING,"['Kemmoku DT, Sereno L, San J and Ciurana J']",A novel simplified 3d skull model to predict cranial fracture patterns,International Journal of Computer Integrated Manufacturing,2014,27(10):927-35,http://dx.doi.org/10.1080/0951192x.2013.834470
3723,MODELING,"['Mukherjee, K', 'Gupta, S']",The effects of musculoskeletal loading regimes on numerical evaluations of acetabular component,Proceedings Of The Institution Of Mechanical Engineers Part H-Journal Of Engineering In Medicine,2016,230:918-929,http://dx.doi.org/10.1177/0954411916661368
3724,MODELING,"['Zou, YN', 'Liu, PX', 'Cheng, QQ', 'Lai, PH', 'Li, CQ']",A new deformation model of biological tissue for surgery simulation,Ieee Transactions On Cybernetics,2017,47:3494-3503,http://dx.doi.org/10.1109/TCYB.2016.2560938
3725,MODELING,"['Afshar R, Fong TS, Latifi MH, Kanthan SR and Kamarul T']",A biomechanical study comparing plate fixation using unicortical and bicortical screws in transverse metacarpal fracture models subjected to cyclic loading,Journal of Hand Surgery-European Volume;37E(5):396-401. http://dx.doi.org/10.1177/17531934114245,,,
3726,MODELING,"['Abbaspour, M', 'Ebrahimi, M']",Comparative numerical analysis of the flow pattern and performance of a foil in flapping and undulating oscillations,Journal Of Marine Science And Technology,2015,20:257-277,http://dx.doi.org/10.1007/s00773-014-0297-7
3727,MODELING,"['Charles, JP', 'Cappellari, O', 'Hutchinson, JR']",A dynamic simulation of musculoskeletal function in the mouse hindlimb during trotting locomotion,Frontiers In Bioengineering And Biotechnology,2018,6:00,http://dx.doi.org/10.3389/fbioe.2018.00061
3728,MODELING,"['Sireteanu T, Nastac S and Picu M']",Structural and behavioral optimization of the nonlinear hill model,Proceedings of the Romanian Academy Series a-Mathematics Physics Technical Sciences Information Science,2011,12(3):213-20,
3729,MODELING,"['Wu, W', 'Lee, PVS', 'Ackland, DC']",The sensitivity of shoulder muscle and joint force predictions to changes in joint kinematics: a monte-carlo analysis,Gait & Posture,2017,54:87-92,http://dx.doi.org/10.1016/j.gaitpost.2017.02.027
3730,MODELING,"['Zhang, HT', 'Liu, L']",Design and realization of human motion behavior recognition system based on biomechanics,Journal Of Advanced Oxidation Technologies,2018,21:00,http://dx.doi.org/10.26802/jaots.2018.08751
3731,MODELING,"['Eskandari, AH', 'Arjmand, N', 'Shirazi-Adl, A', 'Farahmand, F']",Hypersensitivity of trunk biomechanical model predictions to errors in image-based kinematics when using fully displacement-control techniques,Journal Of Biomechanics,2019,84:161-171,http://dx.doi.org/10.1016/j.jbiomech.2018.12.043
3732,MODELING,"['Beroz, F', 'Jawerth, LM', 'Munster, S', 'Weitz, DA', 'Broedersz, CP', 'Wingreen, NS']",Physical limits to biomechanical sensing in disordered fibre networks,Nature Communications,2017,8:00,http://dx.doi.org/10.1038/ncomms16096
3733,MODELING,"['Shen, S', 'Sun, XZ', 'Yu, S', 'Liu, YX', 'Su, YF', 'Zhao, W', 'Liu, WL']",Numerical simulation of the role of the utriculo-endolymphatic valve,in the rotation-sensing capabilities of semicircular canals. Journal Of Biomechanics,2016,49:1532-1539,http://dx.doi.org/10.1016/j.jbiomech.2016.03.028
3734,MODELING,"['Chanda, A', 'Unnikrishnan, V', 'Roy, S', 'Richter, HE']",Computational modeling of the female pelvic support structures and organs to understand the mechanism of pelvic organ prolapse: a review,Applied Mechanics Reviews,2015,67:00:00,http://dx.doi.org/10.1115/1.4030967
3735,MODELING,"['Lu, YC', 'Untaroiu, CD']",A statistical geometrical description of the human liver for probabilistic occupant models,Journal Of Biomechanics,2014,47:3681-3688,http://dx.doi.org/10.1016/j.jbiomech.2014.09.031
3736,MODELING,"['Zeng, W', 'Liu, GR']",Smoothed finite element methods (s-fem): an overview and recent developments,Archives Of Computational Methods In Engineering,2018,25:397-435,http://dx.doi.org/10.1007/s11831-016-9202-3
3737,MODELING,"['Aydin A, Ibrikci T and Akcali ID']",A hybrid image processing system for x-ray images of an external fixator,Computer Methods in Biomechanics and Biomedical Engineering;15(7):753-9. http://dx.doi.org/10.1080/10255842,2011.56084,2011,60840
3738,MODELING,"['Toth, R', 'Sperling, D', 'Madabhushi, A']",Quantifying post-laser ablation prostate therapy changes on mri via a domain-specific biomechanical model: preliminary findings,Plos One,2016,11:00,http://dx.doi.org/10.1371/journal.pone.0150016
3739,MODELING,['Donikian S and Petta P'],A survey of research work in computer science and cognitive science dedicated to the modeling of reactive human behaviors,Computer Animation and Virtual Worlds,2011,22(5):445-55,http://dx.doi.org/10.1002/cav.375
3740,MODELING,"['Bondy M, Altenhof W, Chen XL, Snowdon A and Vrkljan B']",Development of a finite element/multi-body model of a newborn infant for restraint analysis and design,Computer Methods in Biomechanics and Biomedical Engineering,2014,17(2):149-62,http://dx.doi.org/10.1080/10255842.2012.672563
3741,MODELING,"['Xin PF, Nie PL, Jiang B, Deng SM, Hu GH and Shen SGF']",Material assignment in finite element modeling: Heterogeneous properties of the mandibular bone,Journal of Craniofacial Surgery,2013,24(2):405-10,http://dx.doi.org/10.1097/SCS.0b013e31827ff137
3742,MODELING,"['Hortin, MS', 'Bowden, AE']",Quantitative comparison of ligament formulation and pre-strain in finite element analysis of the human lumbar spine,Computer Methods In Biomechanics And Biomedical Engineering,2016,19:1505-1518,http://dx.doi.org/10.1080/10255842.2016.1159677
3743,MODELING,"['Casha, AR', 'Camilleri, L', 'Gauci, M', 'Gatt, R', 'Sladden, D', 'Chetcuti, S', 'Grima, JN']",A mathematical model for pressure-based organs behaving as biological pressure vessels,Journal Of Theoretical Biology,2018,450:37-42,http://dx.doi.org/10.1016/j.jtbi.2018.04.034
3744,MODELING,"['Gomez, P', 'Schutzenberger, A', 'Kniesburges, S', 'Bohr, C', 'Dollinger, M']",Physical parameter estimation from porcine ex vivo vocal fold dynamics in an inverse problem framework,Biomechanics And Modeling In Mechanobiology,2018,17:777-792,http://dx.doi.org/10.1007/s10237-017-0992-5
3745,MODELING,"['Ghezelbash, F', 'Shirazi-Adl, A', 'Arjmand, N', 'El-Ouaaid, Z', 'Plamondon, A', 'Meakin, JR']","Effects of sex, age, body height and body weight on spinal loads: sensitivity analyses in a subject-specific trunk musculoskeletal model",Journal Of Biomechanics,2016,49:3492-3501,http://dx.doi.org/10.1016/j.jbiomech.2016.09.026
3746,MODELING,"['Gorkovenko, AV']",Theoretical analysis of the peculiarities of motor control at generation of two-joint isometric efforts by the human upper limb,Neurophysiology,2018,50:309-321,http://dx.doi.org/10.1007/s11062-018-9753-z
3747,MODELING,"['McCurry, MR', 'Evans, AR', 'McHenry, CR']",The sensitivity of biological finite element models to the resolution of surface geometry: a case study of crocodilian crania,Peerj,2015,3:00,http://dx.doi.org/10.7717/peerj.988
3748,MODELING,"['Krasovitski B, Frenkel V, Shoham S and Kimmel E']",Intramembrane cavitation as a unifying mechanism for ultrasound-induced bioeffects,Proceedings of the National Academy of Sciences of the United States of America,2011,108(8):3258-63,http://dx.doi.org/10.1073/pnas.1015771108
3749,MODELING,['Majors BJ and Wayne JS'],Development and validation of a computational model for investigation of wrist biomechanics,Annals of Biomedical Engineering,2011,39(11):2807-15,http://dx.doi.org/10.1007/s10439-011-0361-y
3750,MODELING,"['Coban, G', 'Celebi, MS']",A novel computational remodelling algorithm for the probabilistic evolution of collagen fibre dispersion in biaxially strained vascular tissue,Mathematical Medicine And Biology-A Journal Of The Ima,2017,34:433-467,http://dx.doi.org/10.1093/imammb/dqw012
3751,MODELING,"['Colabella, L', 'Cisilino, AP', 'Haiat, G', 'Kowalczyk, P']",Mimetization of the elastic properties of cancellous bone via a parameterized cellular material,Biomechanics And Modeling In Mechanobiology,2017,16:1485-1502,http://dx.doi.org/10.1007/s10237-017-0901-y
3752,MODELING,"['Niu WX, Wang LJ, Feng TN, Jiang CH, Fan YB, Zhang M']",Effects of bone Young's modulus on finite element analysis in the lateral ankle biomechanics,Applied Bionics and Biomechanics,2013, 10(4): 189-195,http://dx.doi.org/10.3233/abb-140085
3753,MODELING,"['Argatov, II']",Mathematical modeling of linear viscoelastic impact: Application to drop impact testing of articular cartilage,Tribology International,2013,63:213-25,http://dx.doi.org/10.1016/j.triboint.2012.09.015
3754,MODELING,"['Sun, LX', 'Sun, YF', 'Huang, ZP', 'Hou, JT', 'Wu, JK']",Improved hill-type musculotendon models with activation-force-length coupling,Technology And Health Care,2018,26:909-920,http://dx.doi.org/10.3233/THC-181267
3755,MODELING,"['Goktepe S, Acharya SNS, Wong J and Kuhl E']",Computational modeling of passive myocardium,International Journal for Numerical Methods in Biomedical Engineering,2011,27(1):1-12,http://dx.doi.org/10.1002/cnm.1402
3756,MODELING,"['Navacchia, A', 'Hume, DR', 'Rullkoetter, PJ', 'Shelburne, KB']",A computationally efficient strategy to estimate muscle forces in a finite element musculoskeletal model of the lower limb,Journal Of Biomechanics,2019,84:94-102,http://dx.doi.org/10.1016/j.jbiomech.2018.12.020
3757,MODELING,"['Li XG, von Holst H and Kleiven S']",Influences of brain tissue poroelastic constants on intracranial pressure (icp) during constant-rate infusion,Computer Methods in Biomechanics and Biomedical Engineering,2013,16(12):1330-43,http://dx.doi.org/10.1080/10255842.2012.670853
3758,MODELING,"['Willing, RT', 'Nishiwaki, M', 'Johnson, JA', 'King, GJW', 'Athwal, GS']",Evaluation of a computational model to predict elbow range of motion,Computer Aided Surgery,2014,19:57-63,http://dx.doi.org/10.3109/10929088.2014.886083
3759,MODELING,['Kar J and Quesada PM'],A numerical simulation approach to studying anterior cruciate ligament strains and internal forces among young recreational women performing valgus inducing stop-jump activities,Annals of Biomedical Engineering;40(8):1679-91. http://dx.doi.org/10.1007/s10439-012-0572,,,
3760,MODELING,"['Nakada, M', 'Zhou, T', 'Chen, HL', 'Weiss, T', 'Terzopoulos, D']",Deep learning of biomimetic sensorimotor control for biomechanical human animation,Acm Transactions On Graphics,2018,37:00:00,http://dx.doi.org/10.1145/3197517.3201305
3761,MODELING,"['Luximon Y, Luximonx A, Yu J and Zhang M']",Biomechanical evaluation of heel elevation on load transfer-experimental measurement and finite element analysis,Acta Mechanica Sinica,2012,28(1):232-40,http://dx.doi.org/10.1007/s10409-012-0015-9
3762,MODELING,"['Robertson, BD', 'Farris, DJ', 'Sawicki, GS']",More is not always better: modeling the effects of elastic exoskeleton compliance on underlying ankle muscle-tendon dynamics,Bioinspiration & Biomimetics,2014,9:00,http://dx.doi.org/10.1088/1748-3182/9/4/046018
