number,topic,authors,title,journal,year,vol_issue,doi
2119,GAIT/LOCOMOTION,"['Kang, GE', 'Mickey, BJ', 'McInnis, MG', 'Krembs, BS', 'Gross, MM']",Motor behavior characteristics in various phases of bipolar disorder revealed through biomechanical analysis: quantitative measures of activity and energy variables during gait and sit-to-walk,Psychiatry Research,2018,269:93-101,http://dx.doi.org/10.1016/j.psychres.2018.08.062
2120,GAIT/LOCOMOTION,"['Zhang, MH', 'Artan, NS', 'Gu, HY', 'Dong, ZQ', 'Ganatra, LB', 'Shermon, S', 'Rabin, E']",Gait study of parkinson's disease subjects using haptic cues with a motorized walker,Sensors,2018,18:00,http://dx.doi.org/10.3390/s18103549
2121,GAIT/LOCOMOTION,"['Harrison, AJ', 'Molloy, PG', 'Furlong, LAM']",Does the mcneill alexander model accurately predict maximum walking speed in novice and experienced race walkers?,Journal Of Sport And Health Science,2018,7:372-377,http://dx.doi.org/10.1016/j.jshs.2016.04.010
2122,GAIT/LOCOMOTION,"['Milner, CE', 'Meardon, SA', 'Hawkins, JL', 'Willson, JD']",Walking velocity and step length adjustments affect knee joint contact forces in healthy weight and obese adults,Journal Of Orthopaedic Research,2018,36:2679-2686,http://dx.doi.org/10.1002/jor.24031
2123,ANIMAL LOCOMOTION,"['Granatosky, MC', 'Karantanis, NE', 'Rychlik, L', 'Youlatos, D']","A suspensory way of life: integrating locomotion, postures, limb movements, and forces in two-toed sloths choloepus didactylus (megalonychidae, folivora, pilosa)",Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2018,329:570-588,http://dx.doi.org/10.1002/jez.2221
2124,HAND/FINGER/FOOT/TOE,"['Monteiro, RL', 'Sartor, CD', 'Ferreira, JSSP', 'Dantas, MGB', 'Bus, SA', 'Sacco, ICN']","Protocol for evaluating the effects of a foot-ankle therapeutic exercise program on daily activity, foot-ankle functionality, and biomechanics in people with diabetic polyneuropathy: a randomized controlled trial",Bmc Musculoskeletal Disorders,2018,19:00,http://dx.doi.org/10.1186/s12891-018-2323-0
2125,JOINT/CARTILAGE,"['Trepczynski, A', 'Kutzner, I', 'Schwachmeyer, V', 'Heller, MO', 'Pfitzner, T', 'Duda, GN']",Impact of antagonistic muscle co-contraction on in vivo knee contact forces,Journal Of Neuroengineering And Rehabilitation,2018,15:00,http://dx.doi.org/10.1186/s12984-018-0434-3
2126,JOINT/CARTILAGE,"['Otoshi, K', 'Kikuchi, S', 'Kato, K', 'Sato, R', 'Igari, T', 'Kaga, T', 'Konno, S']",The prevalence of scapular malalignment in elementally school aged baseball player and its association to shoulder disorder,Journal Of Orthopaedic Science,2018,23:942-947,http://dx.doi.org/10.1016/j.jos.2018.07.006
2127,JOINT/CARTILAGE,"['Nickmanesh, R', 'Stewart, RC', 'Snyder, BD', 'Grinstaff, MW', 'Masri, BA', 'Wilson, DR']",Contrast-enhanced computed tomography (cect) attenuation is associated with stiffness of intact knee cartilage,Journal Of Orthopaedic Research,2018,36:2641-2647,http://dx.doi.org/10.1002/jor.24022
2128,METHODS,"['Terem, I', 'Ni, WW', 'Goubran, M', 'Rahimi, MS', 'Zaharchuk, G', 'Yeom, KW', 'Moseley, ME', 'Kurt, M', 'Holdsworth, SJ']",Revealing sub-voxel motions of brain tissue using phase-based amplified mri (amri),Magnetic Resonance In Medicine,2018,80:2549-2559,http://dx.doi.org/10.1002/mrm.27236
2129,METHODS,"['Estevan, I', 'Barnett, LM']","Considerations related to the definition, measurement and analysis of perceived motor competence",Sports Medicine,2018,48:2685-2694,http://dx.doi.org/10.1007/s40279-018-0940-2
2130,METHODS,"['Mizrahi, DJ', 'Poor, AE', 'Meyers, WC', 'Roedl, JB', 'Zoga, AC']",Imaging of the pelvis and lower extremity demystifying uncommon sources of pelvic pain,Radiologic Clinics Of North America,2018,56:983-43,http://dx.doi.org/10.1016/j.rcl.2018.06.008
2131,MODELING,"['Gorkovenko, AV']",Theoretical analysis of the peculiarities of motor control at generation of two-joint isometric efforts by the human upper limb,Neurophysiology,2018,50:309-321,http://dx.doi.org/10.1007/s11062-018-9753-z
2132,MODELING,"['Epelde, G', 'Morgan, F', 'Mujika, A', 'Callaly, F', 'Leskovsky, P', 'McGinley, B', 'Alvarez, R', 'Blau, A', 'Krewer, F']",Web-based interfaces for virtual c,"elegans neuron model definition, network configuration, behavioral experiment definition and experiment results visualization. Frontiers In Neuroinformatics",2018,12:00,http://dx.doi.org/10.3389/fninf.2018.00080
2133,MODELING,"['Buongiorno, D', 'Barsotti, M', 'Barone, F', 'Bevilacqua, V', 'Frisoli, A']",A linear approach to optimize an emg-driven neuromusculoskeletal model for movement intention detection in myo-control: a case study on shoulder and elbow joints,Frontiers In Neurorobotics,2018,12:00,http://dx.doi.org/10.3389/fnbot.2018.00074
2134,MODELING,"['Wang, DY', 'He, CB', 'Wu, CQ', 'Zhang, YS']",Mechanical behaviors of tension and relaxation of tongue and soft palate: experimental and analytical modeling,Journal Of Pharmaceutical And Biomedical Analysis,2019,163:142-153,http://dx.doi.org/10.1016/j.jtbi.2018.10.001
2135,MUSCLE,"['Ebaugh, D', 'Pollen, T', 'Mohring, J', 'Gerrity, K', 'Goodstadt, N', 'Finley, M']",Pectoralis minor muscle elongation and scapulothoracic motion do not differ in individuals with short versus typical resting pectoralis minor muscle length: a cross-sectional study,Brazilian Journal Of Physical Therapy,2018,22:519-526,http://dx.doi.org/10.1016/j.bjpt.2018.05.003
2136,NEURAL,"['Brown, AR', 'Martinez, M']",Ipsilesional motor cortex plasticity participates in spontaneous hindlimb recovery after lateral hemisection of the thoracic spinal cord in the rat,Journal Of Neuroscience,2018,38:9977-9988,http://dx.doi.org/10.1523/JNEUROSCI.1062-18.2018
2137,NEURAL,"['Wieckowska, A', 'Gajewska-Wozniak, O', 'Glowacka, A', 'Ji, BJ', 'Grycz, K', 'Czarkowska-Bauch, J', 'Skup, M']",Spinalization and locomotor training differentially affect muscarinic acetylcholine receptor type 2 abutting on -motoneurons innervating the ankle extensor and flexor muscles,Journal Of Neurochemistry,2018,147:361-379,http://dx.doi.org/10.1111/jnc.14567
2138,ORTHOPAEDICS/SPINE,"['Watad, A', 'Bridgewood, C', 'Russell, T', 'Marzo-Ortega, H', 'Cuthbert, R', 'McGonagle, D']",The early phases of ankylosing spondylitis: emerging insights from clinical and basic science,Frontiers In Immunology,2018,9:00,http://dx.doi.org/10.3389/fimmu.2018.02668
2139,ORTHOPAEDICS/SPINE,"['Moustafa, IM', 'Diab, AA', 'Hegazy, F', 'Harrison, DE']",Does improvement towards a normal cervical sagittal configuration aid in the management of cervical myofascial pain syndrome: a 1-year randomized controlled trial,Bmc Musculoskeletal Disorders,2018,19:00,http://dx.doi.org/10.1186/s12891-018-2317-y
2140,ORTHOPAEDICS/SPINE,"['Yang, G', 'Liao, WY', 'Shen, MD', 'Mei, HB']",Insight into neural mechanisms underlying discogenic back pain,Journal Of International Medical Research,2018,46:4427-4436,http://dx.doi.org/10.1177/0300060518799902
2141,ORTHOPAEDICS/SPINE,"['Nishimura, S', 'Nagoshi, N', 'Iwanami, A', 'Takeuchi, A', 'Hirai, T', 'Yoshii, T', 'Takeuchi, K', 'Mori, K', 'Yamada, T', 'Seki, S', 'Tsuji, T', 'Fujiyoshi, K', 'Furukawa, M', 'Wada, K', 'Koda, M', 'Furuya, T', 'Matsuyama, Y', 'Hasegawa, T', 'Takeshita, K', 'Kimura, A', 'Abematsu, M', 'Haro, H', 'Ohba, T', 'Watanabe, M', 'Katoh, H', 'Watanabe, K', 'Ozawa, H', 'Kanno, H', 'Imagama, S', 'Ando, K', 'Fujibayashi, S', 'Yamazaki, M', 'Watanabe, K', 'Matsumoto, M', 'Nakamura, M', 'Okawa, A', 'Kawaguchi, Y']",Prevalence and distribution of diffuse idiopathic skeletal hyperostosis on whole-spine computed tomography in patients with cervical ossification of the posterior longitudinal ligament a multicenter study,Clinical Spine Surgery,2018,31:69-5254-4869-5254-53,http://dx.doi.org/10.1097/BSD.0000000000000701
2142,ORTHOPAEDICS/SPINE,"['Wang, XP', 'Wang, SJ', 'Yan, P', 'Bian, ZY', 'Li, MQ', 'Hou, CJ', 'Tian, JW', 'Zhu, LL']",Paravertebral injection of botulinum toxin-a reduces lumbar vertebral bone quality,Journal Of Orthopaedic Research,2018,36:2664-2670,http://dx.doi.org/10.1002/jor.24029
2143,ORTHOPAEDICS/SURGERY,"['Todorov, D', 'Zderic, I', 'Richards, RG', 'Lenz, M', 'Knobe, M', 'Enchev, D', 'Baltov, A', 'Gueorguiev, B', 'Stoffel, K']",Is augmented liss plating biomechanically advantageous over conventional liss plating in unstable osteoporotic distal femoral fractures?,Journal Of Orthopaedic Research,2018,36:2604-2611,http://dx.doi.org/10.1002/jor.24047
2144,ORTHOPAEDICS/SURGERY,"['Tsai, PI', 'Chen, CY', 'Huang, SW', 'Yang, KY', 'Lin, TH', 'Chen, SY', 'Sun, JS']",Improvement of bone-tendon fixation by porous titanium interference screw: a rabbit animal model,Journal Of Orthopaedic Research,2018,36:2633-2640,http://dx.doi.org/10.1002/jor.24037
2145,ORTHOPAEDICS/SURGERY,"['Morellato, K', 'Grupp, TM', 'Bader, U', 'Sungu, M', 'Fink, B', 'Cristofolini, L']",Standard and line-to-line cementation of a polished short hip stem: long-term in vitro implant stability,Journal Of Orthopaedic Research,2018,36:2736-2744,http://dx.doi.org/10.1002/jor.24036
2146,ORTHOPAEDICS/SURGERY,"['Goetz, JE', 'Davidson, NP', 'Rudert, MJ', 'Szabo, N', 'Karam, MD', 'Phisitkul, P']",Biomechanical comparison of syndesmotic repair techniques during external rotation stress,Foot & Ankle International,2018,39:1345-1354,http://dx.doi.org/10.1177/1071100718786500
2147,ORTHOPAEDICS/SURGERY,"['De Raedt, S', 'Mechlenburg, I', 'Stilling, M', 'Romer, L', 'Murphy, RJ', 'Armand, M', 'Lepisto, J', 'de Bruijne, M', 'Soballe, K']",Reliability of computer-assisted periacetabular osteotomy using a minimally invasive approach,International Journal Of Computer Assisted Radiology And Surgery,2018,13:2021-2028,http://dx.doi.org/10.1007/s11548-018-1802-y
2148,ORTHOPAEDICS/SURGERY,"['Yang, F', 'Yao, S', 'Chen, KF', 'Zhu, FZ', 'Xiong, ZK', 'Ji, YH', 'Sun, TF', 'Guo, XD']",A novel patient-specific three-dimensional-printed external template to guide iliosacral screw insertion: a retrospective study,Bmc Musculoskeletal Disorders,2018,19:00,http://dx.doi.org/10.1186/s12891-018-2320-3
2149,ORTHOPAEDICS/SURGERY,"['Mitani, G', 'Nakamura, Y', 'Miura, T', 'Harada, Y', 'Sato, M', 'Watanabe, M']",Evaluation of the association between locomotive syndrome and metabolic syndrome,Journal Of Orthopaedic Science,2018,23:1056-1062,http://dx.doi.org/10.1016/j.jos.2018.07.004
2150,ORTHOPAEDICS/SURGERY,"['Klug, A', 'Gramlich, Y', 'Buckup, J', 'Wincheringer, D', 'Hoffmann, R', 'Schmidt-Horlohe, K']",Excellent results and low complication rate for anatomic polyaxial locking plates in comminuted proximal ulna fractures,Journal Of Shoulder And Elbow Surgery,2018,27:2198-2206,http://dx.doi.org/10.1016/j.jse.2018.05.032
2151,ORTHOPAEDICS/SURGERY,"['Beeler, S', 'Hasler, A', 'Gotschi, T', 'Meyer, DC', 'Gerber, C']",Different acromial roof morphology in concentric and eccentric osteoarthritis of the shoulder: a multiplane reconstruction analysis of 105 shoulder computed tomography scans,Journal Of Shoulder And Elbow Surgery,2018,27:69-5153-5569-5154-54,http://dx.doi.org/10.1016/j.jse.2018.05.019
2152,ORTHOPAEDICS/SURGERY,"['Farioli, A', 'Curti, S', 'Bonfiglioli, R', 'Baldasseroni, A', 'Spatari, G', 'Mattioli, S', 'Violante, FS']",Observed differences between males and females in surgically treated carpal tunnel syndrome among non-manual workers: a sensitivity analysis of findings from a large population study,Annals Of Work Exposures And Health,2018,62:505-515,http://dx.doi.org/10.1093/annweh/wxy015
2153,ORTHOPAEDICS/SURGERY,"['Hast, MW', 'Schmidt, EC', 'Kelly, JD', 'Baxter, JR']",Computational optimization of graft tension in simulated superior capsule reconstructions,Journal Of Orthopaedic Research,2018,36:2789-2796,http://dx.doi.org/10.1002/jor.24050
2154,ORTHOPAEDICS/SURGERY,"['Li, ZH', 'Wang, CY', 'Li, C', 'Wang, ZH', 'Yang, F', 'Liu, H', 'Qin, YG', 'Wang, JC']",What we have achieved in the design of 3d printed metal implants for application in orthopedics? personal experience and review,Rapid Prototyping Journal,2018,24:1365-1379,http://dx.doi.org/10.1108/RPJ-10-2017-0205
2155,PROSTHETICS/ORTHOTICS,"['Shepherd, MK', 'Azocar, AF', 'Major, MJ', 'Rouse, EJ']",Amputee perception of prosthetic ankle stiffness during locomotion,Journal Of Neuroengineering And Rehabilitation,2018,15:00,http://dx.doi.org/10.1186/s12984-018-0432-5
2156,ROBOTICS/BIOMIMETICS,"['Bolotnik, N', 'Schorr, P', 'Zeidis, I', 'Zimmermann, K']",Periodic locomotion of a two-body crawling system along a straight line on a rough inclined plane,Zamm-Zeitschrift Fur Angewandte Mathematik Und Mechanik,2018,98:1930-1946,http://dx.doi.org/10.1002/zamm.201800107
2157,ROBOTICS/BIOMIMETICS,"['Hildebrandt, AC', 'Ritt, K', 'Wahrmann, D', 'Wittmann, R', 'Sygulla, F', 'Seiwald, P', 'Rixen, D', 'Buschmann, T']",Torso height optimization for bipedal locomotion,International Journal Of Advanced Robotic Systems,2018,15:00,http://dx.doi.org/10.1177/1729881418804442
2158,ROBOTICS/BIOMIMETICS,"['Kwak, B', 'Bae, J']",Compliant mechanosensory composite (cmc): a compliant mechanism with an embedded sensing ability based on electric contact resistance,Smart Materials And Structures,2018,27:00:00,http://dx.doi.org/10.1088/1361-665X/aae8d3
2159,ROBOTICS/BIOMIMETICS,"['Saltaren, R', 'Barroso, AR', 'Yakrangi, O']",Robotics for seabed teleoperation: part-1-conception and practical implementation of a hybrid seabed robot,Ieee Access,2018,6:60559-60569,http://dx.doi.org/10.1109/ACCESS.2018.2876040
2160,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Qian, F', 'Xu, TB', 'Zuo, L']","Design, optimization, modeling and testing of a piezoelectric footwear energy harvester",Energy Conversion And Management,2018,171:1352-1364,http://dx.doi.org/10.1016/j.enconman.2018.06.069
2161,WEARABLE TECHNOLOGY/ENERGY HARVESTING,"['Chen, S', 'Huang, T', 'Zuo, H', 'Qian, SH', 'Guo, YF', 'Sun, LJ', 'Lei, D', 'Wu, QL', 'Zhu, B', 'He, CL', 'Mo, XM', 'Jeffries, E', 'Yu, H', 'You, ZW']",A single integrated 3d-printing process customizes elastic and sustainable triboelectric nanogenerators for wearable electronics,Advanced Functional Materials,2018,28:00:00,http://dx.doi.org/10.1002/adfm.201805108
2162,REHABILITATION,"['Harib, O', 'Hereid, A', 'Agrawal, A', 'Gurriet, T', 'Finet, S', 'Boeris, G', 'Duburcq, A', 'Mungai, ME', 'Masselin, M', 'Ames, AD', 'Sreenath, K', 'Grizzle, JW']","Feedback control of an exoskeleton for paraplegics toward robustly stable, hands-free dynamic walking",Ieee Control Systems Magazine,2018,38:61-87,http://dx.doi.org/10.1109/MCS.2018.2866604
2163,REHABILITATION,"['Tom, B', 'Witko, J', 'Lemay, M', 'Singh, A']",Effects of bioengineered scaffold loaded with neurotrophins and locomotor training in restoring h-reflex responses after spinal cord injury,Experimental Brain Research,2018,236:3077-3084,http://dx.doi.org/10.1007/s00221-018-5344-x
2164,REHABILITATION,"['King, E', 'Richter, C', 'Franklyn-Miller, A', 'Daniels, K', 'Wadey, R', 'Moran, R', 'Strike, S']",Whole-body biomechanical differences between limbs exist 9 months after acl reconstruction across jump/landing tasks,Scandinavian Journal Of Medicine & Science In Sports,2018,28:2567-2578,http://dx.doi.org/10.1111/sms.13259
2165,REHABILITATION,"['Hanzlikova, I', 'Richards, J', 'Hebert-Losier, K', 'Smekal, D']",The effect of proprioceptive knee bracing on knee stability after anterior cruciate ligament reconstruction,Gait & Posture,2019,67:242-247,http://dx.doi.org/10.1016/j.gaitpost.2018.10.026
2166,REHABILITATION,"['Pratt, KA', 'Sigward, SM']",Inertial sensor angular velocities reflect dynamic knee loading during single limb loading in individuals following anterior cruciate ligament reconstruction,Sensors,2018,18:00,http://dx.doi.org/10.3390/s18103460
2167,REHABILITATION,"['Howe, EE', 'Toth, AJ', 'Bent, LR']",Online visual cues can compensate for deficits in cutaneous feedback from the dorsal ankle joint for the trailing limb but not the leading limb during obstacle crossing,Experimental Brain Research,2018,236:2887-2898,http://dx.doi.org/10.1007/s00221-018-5342-z
2168,SPORT/EXERCISE,"['Sheerin, KR', 'Reid, D', 'Besier, TF']",The measurement of tibial acceleration in runners-a review of the factors that can affect tibial acceleration during running and evidence-based guidelines for its use,Gait & Posture,2019,67:12-24,http://dx.doi.org/10.1016/j.gaitpost.2018.09.017
2169,SPORT/EXERCISE,"['Mudie, KL', 'Boynton, AC', 'Karakolis, T', ""O'Donovan, MP"", 'Kanagaki, GB', 'Crowell, HP', 'Begg, RK', 'LaFiandra, ME', 'Billing, DC']",Consensus paper on testing and evaluation of military exoskeletons for the dismounted combatant,Journal Of Science And Medicine In Sport,2018,21:1154-1161,http://dx.doi.org/10.1016/j.jsams.2018.05.016
2170,SPORT/EXERCISE,"['Hulin, BT', 'Gabbett, TJ', 'Johnston, RD', 'Jenkins, DG']",Playerload variables: sensitive to changes in direction and not related to collision workloads in rugby league match play,International Journal Of Sports Physiology And Performance,2018,13:1136-1142,http://dx.doi.org/10.1123/ijspp.2017-0557
2171,SPORT/EXERCISE,"['Ouvrard, T', 'Groslambert, A', 'Ravier, G', 'Grospretre, S', 'Gimenez, P', 'Grappe, F']",Mechanisms of performance improvements due to a leading teammate during uphill cycling,International Journal Of Sports Physiology And Performance,2018,13:1215-1222,http://dx.doi.org/10.1123/ijspp.2017-0878
2172,SPORT/EXERCISE,"['Challoumas, D', 'Artemiou, A']",Predictors of attack performance in high-level male volleyball players,International Journal Of Sports Physiology And Performance,2018,13:1230-1236,http://dx.doi.org/10.1123/ijspp.2018-0125
2173,SPORT/EXERCISE,"['Arundale, AJH', 'Silvers-Granelli, HJ', 'Marmon, A', 'Zarzycki, R', 'Dix, C', 'Snyder-Mackler, L']",Changes in biomechanical knee injury risk factors across two collegiate soccer seasons using the 11+prevention program,Scandinavian Journal Of Medicine & Science In Sports,2018,28:2592-2603,http://dx.doi.org/10.1111/sms.13278
2174,TENDON/LIGAMENT,"['Pauvert, A', 'Robert, H', 'Gicquel, P', 'Graveleau, N', 'Pujol, N', 'Chotel, F', 'Lefevre, N']",Mri study of the ligamentization of acl grafts in children with open growth plates,Orthopaedics & Traumatology-Surgery & Research,2018,104:83-4954-4983-4954-55,http://dx.doi.org/10.1016/j.otsr.2018.09.003
